,bath,bed,furnished,price,size,street,where
1109,1 bath,1 bed,0,"$2,665",,29-11 Queens Plaza North #16H,Long Island City
1110,1 bath,,0,"$2,200",,30-15 Vernon Boulevard #7Y,Astoria
1111,2.5 baths,4 beds,0,"$4,250",,193-40 85th Rd ,
1112,1 bath,2 beds,0,"$1,850",,80-09 Cross Island Parkway #1,
1113,1 bath,1 bed,0,"$2,300",800 ft²,104-60 Queens Boulevard #17E,
1114,1 bath,2 beds,0,"$1,750",900 ft²,123-04 15th Avenue #1,
1115,1 bath,1 bed,0,"$1,750",645 ft²,4842 44th Street #6F,
1116,1 bath,2 beds,0,"$1,890",800 ft²,41-16 51st Street #5D,
1117,1 bath,2 beds,0,"$2,550",,6030 Gates Avenue #1B,
1118,1 bath,2 beds,0,"$1,799",,308 Onderdonk Avenue #2R,
1119,1 bath,1 bed,0,"$1,650",,37-06 69th Street #6G,
1120,1 bath,,0,"$2,000",600 ft²,"1222 30th Avenue, #3G",Astoria
1121,2 baths,3 beds,0,"$3,050","1,700 ft²",65-09 99th Street #4,
1122,1 bath,1 bed,0,"$1,600",,71-01 35th Avenue #8,
1123,2 baths,5 beds,0,"$4,200",828 ft²,109-31 197th Street #1,
1124,1 bath,2 beds,0,"$2,150",875 ft²,43-29 41st Street #B3,
1125,1 bath,2 beds,0,"$1,795",700 ft²,39-77 51st Street #1B,
1126,1 bath,1 bed,0,"$2,900",670 ft²,5-27 51st Avenue #PHB,
1127,1 bath,2 beds,0,"$1,725",,97-31 104th Street #2,
1128,1 bath,1 bed,0,"$1,825",,51-03 Skillman Avenue #VAR1,
1129,1 bath,3 beds,0,"$3,333",,21-78 19th Street #5,Astoria
1130,1 bath,1 bed,0,"$1,850",,25-44 Broadway #2,Long Island City
1131,2 baths,2 beds,0,"$2,500","1,000 ft²",152-09 88th Avenue 2ND-FL-204,
1132,1 bath,1 bed,0,"$1,833",653 ft²,152-09 88th Avenue 1ST-FL-105,
1133,1.5 baths,3 beds,0,"$2,500",,15-59 209th Street #2F,
1134,1 bath,2 beds,0,"$2,000",,505 Woodward Avenue #3L,
1135,,1 bed,0,"$2,100",,21-06 33rd Street #2,Astoria
1136,1 bath,2 beds,0,"$2,550","1,100 ft²",67-70 Yellowstone #2Y,
1137,1 bath,1 bed,0,"$1,900",870 ft²,82-15 35th Avenue #5H,
1138,1 bath,2 beds,0,"$2,100","1,000 ft²",24-05 27th Street #4A,Astoria
1139,1 bath,3 beds,0,"$2,800",,20-44 35th Street #2,Astoria
1140,1 bath,1 bed,0,"$2,200",950 ft²,47-02 41st Street ,
1141,1 bath,1 bed,0,"$1,900",,99-72 66 Rd #11A,
1142,2 baths,3 beds,0,"$5,568","1,452 ft²",4-75 48th Avenue #21B,
1143,1 bath,2 beds,0,"$2,700",,31-36 47th Street #2A,Astoria
1144,1 bath,1 bed,0,"$2,400",,31-36 47th Street #1C,Astoria
1145,2 baths,5 beds,0,"$5,500",,31-36 47th Street #PH,Astoria
1146,1 bath,1 bed,0,"$1,750",,25-36 34th Street #2R,Astoria
1147,1 bath,1 bed,0,"$2,285",900 ft²,47-55 39 Place #B,
1148,1 bath,1 bed,0,"$1,550",,23-68 24th Street #2R,Astoria
1149,1 bath,3 beds,0,"$2,500",,5734 Myrtle Avenue #3,
1150,1 bath,1 bed,0,"$1,650",,37-09 30th Avenue #4,Astoria
1151,1 bath,3 beds,0,"$2,795",,46-15 Skillman Avenue #F35,
1152,2 baths,3 beds,0,"$3,000",,43-18 54th Street #2C,
1153,1 bath,3 beds,0,"$2,900","1,000 ft²",2439 24th Street #2,Astoria
1154,1 bath,1 bed,0,"$1,975",800 ft²,27-16 12th Street #5,Astoria
1155,1 bath,,0,"$1,600",,41-25 Kissena Boulevard #2J,
1156,1 bath,2 beds,0,"$2,750",,4722 44th Street #3B,
1157,1 bath,2 beds,0,"$1,899",600 ft²,27-31 12th Street #3,Astoria
1158,1 bath,1 bed,0,"$1,750",,33-06 31st Avenue #2A,Astoria
1159,1 bath,1 bed,0,"$1,400",,65-12 Perry Avenue #1,
1160,1 bath,1 bed,0,"$1,800",,3018 Broadway #4F,Long Island City
1161,1 bath,,0,"$1,600",519 ft²,153-30 89th Avenue #804,
1162,1.5 baths,3 beds,0,"$2,500",,15-59 209th Street #2F,
1163,2 baths,2 beds,0,"$2,400",,41-44 68st. #3,
1164,1 bath,2 beds,0,"$1,999",,5907 Decatur Street #2,
1165,1 bath,2 beds,0,"$2,100",,5907 Decatur Street #1,
1166,1 bath,1 bed,0,"$3,350",745 ft²,4630 Center Boulevard #1007,
1167,1 bath,1 bed,0,"$1,995",750 ft²,48-17 42nd Street #5E,
1168,1 bath,2 beds,0,"$1,800",,47-17 39th Street #1,
1169,1 bath,1 bed,0,"$1,750",,32-06 29th Street #5,Long Island City
1170,1 bath,1 bed,0,"$1,850",,25-44 Broadway #3,Long Island City
1171,1 bath,2 beds,0,"$2,500",,27-16 39th Avenue #2F,Long Island City
1172,1 bath,1 bed,0,"$1,765",,45-10 50th Avenue #3,
1173,2 baths,2 beds,0,"$5,765",,4545 Center Boulevard #2310,
1174,1 bath,,0,"$2,450",502 ft²,13-11 Jackson Avenue #8C,
1175,1 bath,1 bed,0,"$1,599",682 ft²,20-10 Seagirt Boulevard #E,
1176,1 bath,2 beds,0,"$2,099","1,000 ft²",65-39 108th Street #B6,
1177,2 baths,2 beds,0,"$2,700",,99-39 66th Avenue #603,
1178,1 bath,2 beds,0,"$2,200",,30-36 49th Street #1S,
1179,1 bath,,0,"$1,695",590 ft²,41-30 46th Street #S,
1180,2 baths,3 beds,0,"$3,100","1,600 ft²",60-75 Putnam Avenue #1,
1181,1 bath,1 bed,0,"$2,150",,84-09 35th Avenue #1H,
1182,1 bath,,0,"$2,250",,22-22 Jackson Avenue #710,
1183,2 baths,3 beds,0,"$2,850",,1713 Madison Street #3R,
1184,1 bath,1 bed,0,"$3,175",,5-11 47th Avenue #10C,
1185,1 bath,1 bed,0,"$3,015",,61-55 Junction Boulevard #12L,
1186,1 bath,1 bed,0,"$2,795",,61-55 Junction Boulevard #16A,
1187,1 bath,1 bed,0,"$2,000",600 ft²,45-08 40th Street #32,
1188,3+ baths,3 beds,0,"$3,500",,69-33 169th Street ,
1189,1 bath,,0,"$2,445",,61-55 Junction Boulevard #21Q,
1190,1 bath,,0,"$2,044",,26-14 Jackson Avenue #9C,
1191,1 bath,1 bed,0,"$2,450",504 ft²,25-87 37th Street #3A,Astoria
1192,1 bath,1 bed,0,"$2,200",,30-18 33rd Street #3F,Astoria
1193,1 bath,2 beds,0,"$2,295",,38-06 20th Road #2,Astoria
1194,2 baths,2 beds,0,"$2,200",,86-22 124th Street #2,
1195,2 baths,3 beds,0,"$2,400",,86-22 124th Street #3,
1196,1 bath,1 bed,0,"$1,900",750 ft²,2345 33rd Street #2R,Astoria
1197,1 bath,2 beds,0,"$2,450",,25-74 44th Street #2,Astoria
1198,1 bath,1 bed,0,"$2,275",800 ft²,104-20 Queens Boulevard #16E,
1199,1 bath,1 bed,0,"$1,875",,45-26 44th Street #3B,
1200,1 bath,1 bed,0,"$1,825",,39-89 51st Street #4G,
1201,1 bath,2 beds,0,"$2,300",995 ft²,4801 42nd Street #4C,
1202,2 baths,2 beds,0,"$4,400",,4615 Center Boulevard #1404,
1203,1 bath,1 bed,0,"$2,700","1,300 ft²",36-04 28th Avenue #6,Astoria
1204,1 bath,,0,"$2,000",600 ft²,"1222 30th Avenue, #3G",Astoria
1205,1 bath,2 beds,0,"$2,100",,39-29 58th Street #D3,
1206,1 bath,1 bed,0,"$2,786",,25-13 27th Street #2C,Astoria
1207,1 bath,1 bed,0,"$3,069",,4705 Center Boulevard #1903,
1208,2 baths,2 beds,0,"$4,375",,43-10 Crescent Street #601,
1209,1 bath,,0,"$2,700",,4705 Center Boulevard #2602,
1210,1 bath,1 bed,0,"$1,650",,41-12 170th Street ,
1211,2.5 baths,3 beds,0,"$4,900",,25-03 83rd Street ,
1212,1 bath,1 bed,0,"$1,865",783 ft²,97-30 57th Avenue #UNI2B,
1213,1 bath,1 bed,0,"$1,865",813 ft²,98-30 57th Avenue #SYD8B,
1214,1 bath,1 bed,0,"$2,300",662 ft²,21-16 31st Avenue #4A,Astoria
1215,2 baths,2 beds,0,"$3,200","1,000 ft²",30-66 32nd Street #1,Astoria
1216,1 bath,1 bed,0,"$1,850",,30-74 38th Street #4,Astoria
1217,1 bath,1 bed,0,"$2,442",,29-11 Queens Plaza North #23D,Long Island City
1218,1 bath,1 bed,0,"$2,490",570 ft²,45-50 Pearson Street #4Q,
1219,1 bath,3 beds,0,"$2,300","1,100 ft²",61-26 231st Street ,
1220,1 bath,2 beds,0,"$1,983",750 ft²,34-45 42nd Street #2LEFT,Long Island City
1221,1 bath,1 bed,0,"$1,400",,7821 73 Place #1L,
1222,1 bath,1 bed,0,"$2,593",,42-14 Crescent Street #3C,
1223,1 bath,1 bed,0,"$2,567",,42-14 Crescent Street #2A,
1224,1 bath,1 bed,0,"$1,800",800 ft²,1920 Harman Street #103,
1225,1 bath,,0,"$2,100",,42-14 Crescent Street #5D,
1226,1 bath,1 bed,0,"$1,742",750 ft²,37-37 88th Street #F4,
1227,1 bath,1 bed,0,"$1,850",650 ft²,34-10 84th Street #E31,
1228,1 bath,2 beds,0,"$1,850",,6011 Madison Street #2L,
1229,1 bath,1 bed,0,"$3,158",743 ft²,4545 Center Boulevard #3016,
1230,1 bath,,0,"$2,057",,42-14 Crescent Street #5C,
1231,1 bath,3 beds,0,"$2,950","1,050 ft²",23-29 26th Street #2F,Astoria
1232,1 bath,,0,"$2,295",420 ft²,4-74 48th Avenue #4B,
1233,1 bath,,0,"$2,610",550 ft²,4545 Center Boulevard #3707,
1234,1 bath,,0,"$2,100",,21-48 35th Street #5,Astoria
1235,2 baths,3 beds,0,"$2,400","1,200 ft²",16-23 200th Street ,
1236,1 bath,2 beds,0,"$2,000",,34-47 42nd Street #2,Long Island City
1237,2 baths,3 beds,0,"$2,250",,637 Beach 67th Street #A,
1238,1.5 baths,2 beds,0,"$2,125",,9006 Holland Avenue #2L,
1239,1 bath,1.5 beds,0,"$2,495",815 ft²,46-16 Newtown Road #1F,Astoria
1240,2 baths,3 beds,0,"$3,800","1,300 ft²",35-07 31st Street #1B,Long Island City
1241,3 baths,4 beds,0,"$3,400",,15-44 215th Street ,
1242,1 bath,,0,"$1,775",,1 Bay Club Dr ,
1243,1 bath,2 beds,0,"$2,100",,6314 Ocean Avenue N #B,
1244,1 bath,2 beds,0,"$2,050",,6909 Coral Reef Way #A,
1245,1 bath,1 bed,0,"$2,400",,30-86 Crescent Street #5,Astoria
1246,1 bath,,0,"$2,000",600 ft²,"1222 30th Avenue, #3G",Astoria
1247,1 bath,1 bed,0,"$1,800",,150 Beach 128th Street #A,
1248,2.5 baths,3 beds,0,"$2,700","1,500 ft²",60-17 39th Avenue #2F,
1249,1 bath,1 bed,0,"$1,775",,123-10 Ocean Promenade #6D,
1250,1 bath,1 bed,0,"$1,875",,32-79 44th Street #46,Long Island City
1251,1 bath,1 bed,0,"$1,500",,6401 Ocean Avenue N #B,
1252,1 bath,1 bed,0,"$1,700",,392 Woodward Avenue #1L,
1253,1 bath,1 bed,0,"$1,719",750 ft²,37-37 88th Street #A6,
1254,1 bath,1 bed,0,"$2,100",,14-08 31st Avenue #3B,Astoria
1255,1 bath,3 beds,0,"$2,875","1,100 ft²",39-62 51st Street #1,
1256,1 bath,,0,"$2,200",,30-15 Vernon Boulevard #7K,Astoria
1257,1 bath,,0,"$2,000",,11-05 30th Rd #4J,Astoria
1258,1 bath,,0,"$2,000",600 ft²,29-28 41st Avenue #1007,Long Island City
1259,1 bath,1 bed,0,"$1,750",700 ft²,84-14 143rd Street #4A,
1260,1 bath,1 bed,0,"$2,665",,29-11 Queens Plaza North #16H,Long Island City
1261,1 bath,,0,"$2,450",700 ft²,29-28 41st Avenue #908,Long Island City
1262,1 bath,1 bed,0,"$1,550",,35-12 99th Street #A2,
1263,1 bath,1 bed,0,"$2,850",,5-49 Borden Avenue #9F,
1264,,2 beds,0,"$1,700",,7744 66th Rd MULTI-FAMILY,
1265,1 bath,1 bed,0,"$2,300",,76-15 35th Avenue #5A,
1266,1.5 baths,3 beds,0,"$2,500",,15-59 209th Street #2F,
1267,2 baths,2 beds,0,"$2,350",850 ft²,65-50 Wetherole Street #4K,
1268,1 bath,1 bed,0,"$2,400",,27-34 21st Street #7C,Astoria
1269,1 bath,2 beds,0,"$2,200",900 ft²,30-73 49th Street #2,
1270,1 bath,2 beds,0,"$1,975",,34-45 42nd Street #2L,Long Island City
1271,1 bath,1 bed,0,"$1,475",600 ft²,61-34 Madison Street #4B,
1272,1.5 baths,2 beds,0,"$1,795",,90-06 Holland Avenue #2L,
1273,1 bath,1 bed,0,"$1,994",,75-25 153rd Street #119,
1274,1 bath,1 bed,0,"$3,707",737 ft²,45-50 Pearson Street #15B,
1275,1 bath,1 bed,0,"$2,588",590 ft²,41-42 24th Street #4322,Long Island City
1276,2 baths,2 beds,0,"$3,200",,31-62 42nd Street #1,Astoria
1277,,3 beds,1,"$3,795","1,666 ft²",83-09 Talbot Street #5H,
1278,1 bath,1 bed,0,"$1,450",,155 Beach 95th Street #1,
1279,2 baths,2 beds,0,"$2,550",981 ft²,85-15 120th Street #2F,
1280,1.5 baths,3 beds,0,"$2,350",,72-14 69th Place #1R,
1281,1 bath,3 beds,0,"$2,225",,72-14 69th Place #3R,
1282,1 bath,1 bed,0,"$1,700",650 ft²,11-14 Main Avenue #3,Astoria
1283,1 bath,2 beds,0,"$2,200",,36-09 Corporal Stone Street ,
1284,1 bath,2 beds,0,"$2,095",929 ft²,102-40 62nd Avenue #7U,
1285,1 bath,1 bed,0,"$2,250",724 ft²,31-35 Crescent Street #1L,Astoria
1286,1 bath,1 bed,0,"$2,350",724 ft²,31-35 Crescent Street #5L,Astoria
1287,1 bath,,0,"$1,550",432 ft²,48-50 37th Street #1P,
1288,1 bath,,0,"$2,000",600 ft²,"1222 30th Avenue, #3G",Astoria
1289,1 bath,,0,"$1,575",433 ft²,48-50 37th Street #1D,
1290,1 bath,1 bed,0,"$2,100",,31-10 23rd Street #2F,Astoria
1291,1 bath,1 bed,0,"$2,250",650 ft²,22-14 Astoria Boulevard #3A,Astoria
1292,1 bath,1 bed,0,"$1,900",700 ft²,39-46 27th Street #2D,Long Island City
1293,1 bath,4 beds,0,"$3,000","1,100 ft²",19-19 24th Rd #2,Astoria
1294,1 bath,,0,"$1,300",,188-30 87th Dr #5K,
1295,2 baths,3 beds,0,"$3,600",,2130 21st Avenue #1R,Astoria
1296,1 bath,1 bed,0,"$1,900",900 ft²,125-10 Queens Boulevard #607,
1297,1 bath,1 bed,0,"$2,200",900 ft²,111-23 76th Rd #E4,
1298,1 bath,2 beds,0,"$2,400","1,000 ft²",28-34 47th Street #2,Astoria
1299,1 bath,1 bed,0,"$1,795",,205-16 42nd Avenue #162C,
1300,1 bath,,0,"$1,650",,11114 76th Street #101,
1301,1 bath,1 bed,0,"$2,902",700 ft²,41-42 24th Street #2509,Long Island City
1302,1 bath,1 bed,0,"$2,285",900 ft²,47-55 39 Place #B,
1303,2 baths,4 beds,0,"$3,450",,6830 Forest Avenue #3,
1304,1 bath,1 bed,0,"$1,900",750 ft²,2345 33rd Street #2R,Astoria
1305,2 baths,3 beds,0,"$3,150",,68-30 Forest Avenue ,
1306,1 bath,1 bed,0,"$1,500",,88-40 144th Street #C3,
1307,1 bath,2 beds,0,"$1,500",,185 Beach 61st Street #A,
1308,2 baths,2 beds,0,"$2,623",,23-10 41st Avenue #12J,Long Island City
1309,1 bath,2 beds,0,"$2,200",,23-87 28th Street #2F,Astoria
1310,1 bath,2 beds,0,"$2,100",,23-76 29th Street #3,Astoria
1311,1 bath,2 beds,0,"$2,300","1,250 ft²",64-69 Alderton #2,
1312,1 bath,1 bed,0,"$1,800",,25-34 Crescent Street #2,Astoria
1313,1 bath,2 beds,0,"$2,400",,21-11 Steinway Street ,Astoria
1314,1 bath,2 beds,0,"$2,400",,28-35 47th Street #3F,
1315,2 baths,3 beds,0,"$2,500","1,500 ft²",20-04 49th Street #3F,Astoria
1316,1 bath,2 beds,0,"$2,850",,32-69 33rd Street #2R,Long Island City
1317,1 bath,2 beds,0,"$1,900",,84-42 62 Drive #1,
1318,1 bath,1 bed,0,"$2,016",,32-06 47th Street #3C,Long Island City
1319,1 bath,1 bed,0,"$2,131",,32-06 47th Street #1E,Long Island City
1320,1.5 baths,1 bed,0,"$3,600","1,500 ft²",30-80 48st #1,
1321,1 bath,2 beds,0,"$2,300",,61-38 56th Street #1,
1322,1 bath,2 beds,0,"$2,000",,80-42 243rd Street #2,
1323,1 bath,2 beds,0,"$1,925",,23-86 24th Street #3,Astoria
1324,1 bath,1 bed,0,"$2,500",,106-20 70th Avenue #5D,
1325,1 bath,,0,"$2,200",498 ft²,40-28 College Point Boulevard ,
1326,1 bath,,0,"$2,030",550 ft²,28-22 Astoria Boulevard #6B,Astoria
1327,1 bath,1 bed,0,"$2,250",,31-66 Crescent #1H,Astoria
1328,1 bath,2 beds,0,"$2,200","1,022 ft²",45-25 39th Place #1B,
1329,1 bath,,0,"$2,044",,26-14 Jackson Avenue #9C,
1330,1 bath,1 bed,0,"$2,500","1,000 ft²",26-20 21st Street #1B,Astoria
1331,1 bath,2 beds,0,"$1,800",900 ft²,68-53 Exeter Street #3,
1332,1 bath,,0,"$1,375",525 ft²,144-10 Roosevelt Avenue #3A,
1333,1 bath,2 beds,0,"$2,000",,1070 Seneca #3,
1334,1 bath,3 beds,0,"$2,250",,62-22 74th Avenue #1,
1335,2 baths,2 beds,0,"$2,950",,30-67 32st #1B,Astoria
1336,,1 bed,0,"$2,000",,23-37 37th Street #1,Astoria
1337,2.5 baths,2 beds,0,"$3,900","1,233 ft²",63-36 99th Street #7H/8H,
1338,1 bath,1 bed,0,"$2,100",,31-10 23rd Street #2I,Astoria
1339,1 bath,2 beds,0,"$2,750","1,000 ft²",21-06 33rd Street #D1,Astoria
1340,2 baths,2 beds,0,"$3,650","1,333 ft²",63-36 99th Street #8E,
1341,2 baths,2 beds,0,"$2,600",,43-30 46th Street #4T,
1342,1 bath,1 bed,0,"$2,560",850 ft²,61-55 Junction Boulevard #8H,
1343,1 bath,2 beds,0,"$2,850",,32-69 33rd Street #2R,Long Island City
1344,1 bath,2 beds,0,"$3,925",,45-50 Pearson Street #6K,
1345,1 bath,1 bed,0,"$1,650",,4165 75th Street #2,
1346,1 bath,3 beds,0,"$2,850",,24-15 36th Street #2,Astoria
1347,1.5 baths,2 beds,0,"$3,000",,22-65 33rd Street #2,Astoria
1348,1 bath,2 beds,0,"$2,250","1,150 ft²",6384 Saunders Street #4N,
1349,1 bath,1 bed,0,"$1,750",741 ft²,8423 Lander Street #3F,
1350,1 bath,1 bed,0,"$2,000",,37-01 30th Avenue #2,Astoria
1351,2 baths,3 beds,0,"$2,600","2,000 ft²",21-38 Rene Court #2,
1352,1.5 baths,4 beds,0,"$3,200",,6145 Palmetto Street #3,
1353,1 bath,2 beds,0,"$2,100",,30-75 44th Street #3,Astoria
1354,1 bath,,0,"$1,600",,25-90 Steinway Street #2,Astoria
1355,1 bath,1 bed,0,"$1,450",,87-46 Chelsea #3G,
1356,,,0,"$9,800","4,000 ft²",27-11 23rd Avenue #1,Astoria
1357,1 bath,1 bed,0,"$2,550",663 ft²,23-88 31st Street #3E,Astoria
1358,1 bath,1 bed,0,"$2,665",,29-11 Queens Plaza North #16H,Long Island City
1359,1 bath,2 beds,0,"$2,000",,33-54 99th Street ,
1360,1 bath,1 bed,0,"$2,648",,29-11 Queens Plaza North #15C,Long Island City
1361,1 bath,1 bed,0,"$2,500",,17-85 215th Street ,
1362,1 bath,1 bed,0,"$1,995",,41-19 41st Street #5B,
1363,1 bath,2 beds,0,"$2,750","1,000 ft²",25-59 14th Place #1R,Astoria
1364,1 bath,2 beds,0,"$2,200",,52-23 Skillman Avenue #1F,
1365,1 bath,1 bed,0,"$3,205",,4615 Center Boulevard #2609,
1366,1 bath,1 bed,0,"$1,725",700 ft²,84-11 Lander Street #19,
1367,2 baths,3 beds,0,"$2,898",,69-40 108th Street #2F,
1368,1 bath,1 bed,0,"$1,850",,22-30 79th Street #3E,Astoria
1369,1 bath,1 bed,0,"$2,000",550 ft²,41-18 43rd Street #4C,
1370,1 bath,3 beds,0,"$2,299",,1710 Stanhope Street #2,
1371,1 bath,1 bed,0,"$1,749",703 ft²,153-30 89th Avenue #635,
1372,2 baths,2 beds,0,"$3,400","1,025 ft²",12-15 Broadway #220,Astoria
1373,1 bath,2 beds,0,"$2,295",,177-16 Wexford Terrace #702,
1374,1 bath,,0,"$1,400",,85-10 120th Street #602,
1375,1 bath,1 bed,0,"$2,250",,52-05 Queens Boulevard #9A,
1376,1 bath,2 beds,0,"$2,200",,149-48 22nd Avenue ,
1377,1 bath,1 bed,0,"$1,600",,36-11 Ditmars Boulevard #2,Astoria
1378,1 bath,2 beds,0,"$2,599",,69-39 Yellowstone Boulevard #210,
1379,2 baths,3 beds,0,"$2,799",,69-40 108th Street #2E,
1380,1 bath,2.5 beds,0,"$2,100","1,000 ft²",6010 69th Avenue #2,
1381,1 bath,1 bed,0,"$1,600",,33-11 36th Avenue #2R,Long Island City
1382,1 bath,2 beds,0,"$2,100",,34-25 42nd Street #1F,Long Island City
1383,1 bath,1 bed,0,"$2,070",670 ft²,25-24 Broadway #2F,Long Island City
1384,1 bath,1 bed,0,"$1,850",,25-18 33rd Street #2F,Astoria
